model_id,task_id,item_id,shot,gpt_total,kimi_total,dual_total,primary_configuration,gpt_family_value,gpt_context_fit,gpt_coherence,gpt_clarity,kimi_family_value,kimi_context_fit,kimi_coherence,kimi_clarity,gpt_plot_logic,gpt_characterization,gpt_emotion,kimi_plot_logic,kimi_characterization,kimi_emotion,gpt_content_fidelity,gpt_style_fit,gpt_value_expression,kimi_content_fidelity,kimi_style_fit,kimi_value_expression
Doubao,story_generation,GEN-013,0,85.2,77.95,81.575,True,88,,,,82.0,,,,84,82,84,75.0,78.0,72.0,,,,,,
Qwen3-8B-Thinking,continuation,CON-050,0,70.2,71.25,70.725,False,82,82,78,30,75.0,85.0,80.0,40.0,,,,,,,,,,,,
Qwen3-8B-Thinking,story_generation,GEN-097,0,53.75,83.1,68.425,False,50,,,,85.0,,,,45,60,70,82.0,83.0,80.0,,,,,,
Doubao,story_generation,GEN-015,0,84.7,74.7,79.7,True,86,,,,78.0,,,,84,82,86,72.0,75.0,70.0,,,,,,
Mistral-7B-Instruct-v0.3,story_generation,GEN-072,0,61.55,51.0,56.275,True,72,,,,55.0,,,,62,45,55,50.0,45.0,50.0,,,,,,
DeepSeek-R1-Distill-Qwen-32B,continuation,CON-019,0,55.5,57.5,56.5,True,45,80,40,80,55.0,75.0,45.0,70.0,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,story_generation,GEN-065,0,48.25,54.7,51.475,True,55,,,,58.0,,,,45,45,40,52.0,55.0,50.0,,,,,,
glm-4-9b-chat,story_generation,GEN-098,0,57.6,59.5,58.55,True,60,,,,65.0,,,,55,58,55,60.0,55.0,50.0,,,,,,
QwQ-32B,story_generation,GEN-033,0,90.9,89.55,90.225,True,92,,,,92.0,,,,90,89,92,88.0,90.0,85.0,,,,,,
chatglm3-6b,continuation,CON-058,0,35.0,27.75,31.375,True,45,60,30,10,35.0,30.0,25.0,20.0,,,,,,,,,,,,
glm-4-9b-chat,continuation,CON-045,0,51.25,66.0,58.625,True,55,55,50,45,65.0,70.0,60.0,75.0,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,rewriting,REW-073,0,54.5,53.5,54.0,True,,,,60,,,,60.0,,,,,,,65,45,70,45.0,55.0,50.0
DeepSeek-R1-Distill-Qwen-32B,rewriting,REW-042,0,78.8,63.0,70.9,True,,,,88,,,,70.0,,,,,,,92,68,88,75.0,55.0,65.0
DeepSeek-R1-Distill-Qwen-32B,continuation,CON-081,0,86.8,76.0,81.4,True,88,82,86,90,75.0,80.0,70.0,85.0,,,,,,,,,,,,
glm-4-9b-chat,story_generation,GEN-035,0,66.1,55.25,60.675,True,72,,,,55.0,,,,60,65,62,60.0,50.0,55.0,,,,,,
Qwen3-8B-Thinking,story_generation,GEN-100,0,55.4,72.5,63.95,False,55,,,,72.0,,,,50,58,62,68.0,75.0,78.0,,,,,,
internlm2_5-7b-chat,continuation,CON-078,0,45.0,32.0,38.5,True,55,55,55,5,35.0,40.0,30.0,25.0,,,,,,,,,,,,
Qwen3-8B-Thinking,story_generation,GEN-044,0,43.5,57.9,50.7,False,45,,,,55.0,,,,35,50,45,60.0,58.0,62.0,,,,,,
Qwen3-8B-NonThinking,story_generation,GEN-057,0,79.9,72.1,76.0,True,84,,,,75.0,,,,78,74,80,70.0,72.0,68.0,,,,,,
chatglm3-6b,story_generation,GEN-041,0,67.5,49.5,58.5,True,75,,,,55.0,,,,65,65,55,50.0,45.0,40.0,,,,,,
Doubao,continuation,CON-012,0,91.4,88.2,89.80000000000001,True,92,90,90,94,85.0,90.0,88.0,92.0,,,,,,,,,,,,
Qwen3-8B-NonThinking,continuation,CON-002,0,59.15,57.75,58.45,True,68,80,65,20,55.0,75.0,60.0,45.0,,,,,,,,,,,,
Qwen2.5-7B-Instruct,continuation,CON-051,0,48.0,59.25,53.625,True,50,55,45,45,55.0,75.0,50.0,70.0,,,,,,,,,,,,
deepseek-llm-7b-chat,story_generation,GEN-040,0,76.55,51.0,63.775,True,80,,,,55.0,,,,75,72,76,50.0,45.0,50.0,,,,,,
Qwen2.5-7B-Instruct,story_generation,GEN-052,0,73.3,58.1,65.7,True,78,,,,62.0,,,,72,68,70,58.0,55.0,52.0,,,,,,
glm-4-9b-chat,story_generation,GEN-059,0,46.0,49.5,47.75,True,50,,,,55.0,,,,45,40,45,50.0,45.0,40.0,,,,,,
chatglm3-6b,story_generation,GEN-073,0,57.0,40.0,48.5,True,65,,,,45.0,,,,55,45,55,35.0,40.0,35.0,,,,,,
Mistral-7B-Instruct-v0.3,rewriting,REW-074,0,33.5,50.5,42.0,True,,,,35,,,,50.0,,,,,,,35,30,45,45.0,55.0,40.0
internlm2_5-7b-chat,continuation,CON-010,0,32.25,40.75,36.5,True,35,45,40,5,45.0,55.0,40.0,25.0,,,,,,,,,,,,
glm-4-9b-chat,continuation,CON-043,0,64.25,60.25,62.25,True,68,60,55,78,65.0,55.0,50.0,75.0,,,,,,,,,,,,
Doubao,continuation,CON-078,0,89.3,89.05,89.175,True,90,88,90,88,88.0,85.0,90.0,92.0,,,,,,,,,,,,
Qwen3-8B-Thinking,story_generation,GEN-099,0,39.5,66.5,53.0,False,30,,,,72.0,,,,30,55,60,58.0,65.0,68.0,,,,,,
Mistral-7B-Instruct-v0.3,rewriting,REW-091,0,52.1,47.5,49.8,True,,,,58,,,,50.0,,,,,,,50,50,55,55.0,45.0,40.0
QwQ-32B,story_generation,GEN-015,0,89.5,85.75,87.625,True,92,,,,88.0,,,,88,86,90,85.0,82.0,86.0,,,,,,
chatglm3-6b,rewriting,REW-003,0,62.4,50.5,56.45,True,,,,55,,,,60.0,,,,,,,70,62,64,55.0,45.0,50.0
Qwen3-8B-Thinking,story_generation,GEN-055,0,72.25,53.8,63.025,False,80,,,,52.0,,,,70,65,65,58.0,55.0,50.0,,,,,,
chatglm3-6b,rewriting,REW-095,0,37.0,41.0,39.0,True,,,,55,,,,55.0,,,,,,,25,35,35,35.0,40.0,30.0
internlm2_5-7b-chat,story_generation,GEN-007,0,78.35,69.15,73.75,True,82,,,,72.0,,,,78,74,75,65.0,68.0,70.0,,,,,,
glm-4-9b-chat,rewriting,REW-011,0,75.6,50.5,63.05,True,,,,82,,,,60.0,,,,,,,82,70,78,55.0,45.0,50.0
DeepSeek-R1-Distill-Qwen-32B,continuation,CON-010,0,72.0,69.15,70.575,True,75,80,70,65,72.0,85.0,68.0,55.0,,,,,,,,,,,,
DeepSeek-R1-Distill-Qwen-32B,continuation,CON-059,0,70.6,73.8,72.19999999999999,True,80,84,80,30,75.0,70.0,68.0,85.0,,,,,,,,,,,,
chatglm3-6b,story_generation,GEN-013,0,51.5,49.25,50.375,True,55,,,,55.0,,,,45,50,55,45.0,50.0,40.0,,,,,,
Qwen2.5-7B-Instruct,continuation,CON-037,0,61.45,58.75,60.1,True,55,70,55,76,55.0,70.0,45.0,80.0,,,,,,,,,,,,
Qwen3-8B-NonThinking,rewriting,REW-090,0,67.3,67.5,67.4,True,,,,80,,,,75.0,,,,,,,80,55,78,85.0,55.0,80.0
QwQ-32B,story_generation,GEN-005,0,75.3,78.85,77.07499999999999,True,82,,,,85.0,,,,62,78,76,72.0,78.0,75.0,,,,,,
Qwen2.5-7B-Instruct,story_generation,GEN-026,0,69.5,56.4,62.95,True,75,,,,55.0,,,,70,65,60,60.0,58.0,52.0,,,,,,
deepseek-llm-7b-chat,story_generation,GEN-055,0,77.95,59.3,68.625,True,82,,,,62.0,,,,75,75,76,58.0,55.0,60.0,,,,,,
glm-4-9b-chat,continuation,CON-039,0,61.0,58.0,59.5,True,65,70,60,50,55.0,60.0,50.0,75.0,,,,,,,,,,,,
chatglm3-6b,rewriting,REW-022,0,69.6,50.5,60.05,True,,,,74,,,,60.0,,,,,,,78,66,62,55.0,45.0,50.0
QwQ-32B,continuation,CON-039,0,88.7,85.85,87.275,True,90,86,88,90,88.0,85.0,82.0,90.0,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,rewriting,REW-052,0,40.0,48.5,44.25,True,,,,45,,,,50.0,,,,,,,45,35,45,55.0,45.0,50.0
QwQ-32B,rewriting,REW-071,0,85.6,74.7,80.15,True,,,,86,,,,82.0,,,,,,,84,86,86,68.0,75.0,72.0
DeepSeek-R1-Distill-Qwen-32B,rewriting,REW-041,0,85.8,81.6,83.69999999999999,True,,,,88,,,,85.0,,,,,,,84,86,84,78.0,82.0,80.0
chatglm3-6b,story_generation,GEN-014,0,38.5,39.25,38.875,True,35,,,,45.0,,,,35,45,45,35.0,40.0,30.0,,,,,,
Qwen3-8B-Thinking,continuation,CON-028,0,35.25,48.75,42.0,False,45,45,40,5,55.0,45.0,50.0,40.0,,,,,,,,,,,,
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-055,0,83.0,74.7,78.85,True,84,,,,78.0,,,,84,82,80,72.0,75.0,70.0,,,,,,
Doubao,rewriting,REW-057,0,80.4,73.5,76.95,True,,,,86,,,,80.0,,,,,,,84,78,74,75.0,70.0,75.0
deepseek-llm-7b-chat,rewriting,REW-028,0,78.8,63.0,70.9,True,,,,80,,,,70.0,,,,,,,80,78,78,75.0,55.0,65.0
internlm2_5-7b-chat,continuation,CON-081,0,65.9,70.0,67.95,True,82,82,80,5,75.0,80.0,70.0,55.0,,,,,,,,,,,,
Qwen2.5-7B-Instruct,rewriting,REW-048,0,58.9,41.0,49.95,True,,,,65,,,,40.0,,,,,,,78,45,78,55.0,35.0,45.0
Qwen2.5-7B-Instruct,continuation,CON-003,0,30.5,50.75,40.625,True,35,45,35,5,55.0,70.0,45.0,40.0,,,,,,,,,,,,
Doubao,rewriting,REW-028,0,83.9,78.7,81.30000000000001,True,,,,84,,,,80.0,,,,,,,88,82,85,85.0,75.0,82.0
Doubao,story_generation,GEN-038,0,88.8,85.95,87.375,True,90,,,,88.0,,,,88,88,88,85.0,86.0,82.0,,,,,,
QwQ-32B,story_generation,GEN-029,0,63.9,89.55,76.725,True,68,,,,92.0,,,,52,60,78,88.0,90.0,85.0,,,,,,
Doubao,story_generation,GEN-078,0,88.3,88.55,88.425,True,90,,,,92.0,,,,86,88,88,85.0,88.0,86.0,,,,,,
glm-4-9b-chat,rewriting,REW-060,0,75.4,66.5,70.95,True,,,,80,,,,75.0,,,,,,,82,70,80,85.0,55.0,70.0
Qwen3-8B-NonThinking,rewriting,REW-014,0,65.1,63.5,64.3,True,,,,78,,,,70.0,,,,,,,80,52,75,75.0,55.0,70.0
deepseek-llm-7b-chat,rewriting,REW-092,0,50.5,44.5,47.5,True,,,,65,,,,70.0,,,,,,,75,30,75,85.0,15.0,60.0
Mistral-7B-Instruct-v0.3,story_generation,GEN-070,0,69.2,49.5,59.35,True,78,,,,55.0,,,,68,60,60,50.0,45.0,40.0,,,,,,
Doubao,story_generation,GEN-043,0,86.4,81.9,84.15,True,88,,,,85.0,,,,86,84,86,78.0,82.0,80.0,,,,,,
Qwen2.5-7B-Instruct,rewriting,REW-057,0,69.1,67.5,68.3,True,,,,82,,,,70.0,,,,,,,86,55,80,75.0,65.0,60.0
Mistral-7B-Instruct-v0.3,story_generation,GEN-059,0,26.0,40.0,33.0,True,30,,,,45.0,,,,25,20,25,35.0,40.0,35.0,,,,,,
Baichuan2-7B-Chat,rewriting,REW-095,0,52.5,44.5,48.5,True,,,,65,,,,55.0,,,,,,,45,50,55,35.0,45.0,40.0
Qwen3-8B-Thinking,rewriting,REW-062,0,85.8,70.5,78.15,False,,,,90,,,,80.0,,,,,,,90,82,88,75.0,65.0,70.0
glm-4-9b-chat,story_generation,GEN-028,0,48.75,49.5,49.125,True,50,,,,55.0,,,,45,50,50,50.0,45.0,40.0,,,,,,
internlm2_5-7b-chat,rewriting,REW-024,0,78.4,61.0,69.7,True,,,,86,,,,60.0,,,,,,,88,70,86,75.0,55.0,65.0
Baichuan2-7B-Chat,continuation,CON-029,0,32.5,29.25,30.875,True,40,55,35,0,35.0,40.0,25.0,20.0,,,,,,,,,,,,
chatglm3-6b,story_generation,GEN-098,0,32.5,31.0,31.75,True,25,,,,35.0,,,,30,45,40,30.0,25.0,30.0,,,,,,
Qwen3-8B-NonThinking,story_generation,GEN-035,0,39.25,59.3,49.275,True,40,,,,62.0,,,,30,45,45,58.0,55.0,60.0,,,,,,
deepseek-llm-7b-chat,rewriting,REW-007,0,79.7,52.5,66.1,True,,,,84,,,,70.0,,,,,,,84,75,86,55.0,45.0,50.0
Qwen3-8B-NonThinking,rewriting,REW-096,0,64.4,58.0,61.2,True,,,,75,,,,70.0,,,,,,,82,50,80,75.0,45.0,65.0
Qwen3-8B-Thinking,rewriting,REW-034,0,76.4,63.5,69.95,False,,,,80,,,,70.0,,,,,,,82,72,80,75.0,55.0,70.0
Mistral-7B-Instruct-v0.3,rewriting,REW-066,0,56.0,38.0,47.0,True,,,,60,,,,40.0,,,,,,,55,55,55,45.0,35.0,35.0
Qwen3-8B-Thinking,rewriting,REW-016,0,86.0,78.7,82.35,False,,,,84,,,,80.0,,,,,,,88,86,86,85.0,75.0,82.0
deepseek-llm-7b-chat,story_generation,GEN-077,0,82.2,55.25,68.725,True,85,,,,55.0,,,,82,80,78,60.0,50.0,55.0,,,,,,
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-081,0,65.95,79.3,72.625,True,65,,,,82.0,,,,65,60,78,78.0,75.0,80.0,,,,,,
chatglm3-6b,story_generation,GEN-079,0,29.75,29.25,29.5,True,30,,,,35.0,,,,25,35,30,25.0,30.0,20.0,,,,,,
Mistral-7B-Instruct-v0.3,story_generation,GEN-029,0,30.5,40.0,35.25,True,30,,,,45.0,,,,25,35,35,35.0,40.0,35.0,,,,,,
Doubao,story_generation,GEN-028,0,85.15,72.1,78.625,True,85,,,,75.0,,,,85,88,82,70.0,72.0,68.0,,,,,,
Qwen2.5-7B-Instruct,story_generation,GEN-066,0,74.8,67.8,71.3,True,78,,,,72.0,,,,72,74,72,68.0,65.0,60.0,,,,,,
deepseek-llm-7b-chat,rewriting,REW-038,0,51.1,50.5,50.8,True,,,,78,,,,60.0,,,,,,,75,25,80,55.0,45.0,50.0
Baichuan2-7B-Chat,story_generation,GEN-081,0,44.75,36.5,40.625,True,45,,,,45.0,,,,45,40,50,35.0,30.0,25.0,,,,,,
deepseek-llm-7b-chat,rewriting,REW-004,0,88.4,61.0,74.7,True,,,,86,,,,60.0,,,,,,,88,90,86,75.0,55.0,65.0
Qwen2.5-7B-Instruct,story_generation,GEN-088,0,85.1,70.9,78.0,True,88,,,,72.0,,,,86,82,80,75.0,68.0,65.0,,,,,,
glm-4-9b-chat,continuation,CON-058,0,60.95,54.75,57.85,True,65,78,45,70,55.0,70.0,45.0,60.0,,,,,,,,,,,,
QwQ-32B,continuation,CON-055,0,82.8,89.05,85.925,True,82,84,80,88,88.0,85.0,90.0,92.0,,,,,,,,,,,,
Baichuan2-7B-Chat,continuation,CON-032,0,40.75,47.25,44.0,True,55,50,45,5,55.0,60.0,45.0,30.0,,,,,,,,,,,,
Doubao,story_generation,GEN-082,0,89.1,87.5,88.3,True,90,,,,88.0,,,,88,88,90,85.0,90.0,87.0,,,,,,
Qwen3-8B-NonThinking,continuation,CON-084,0,64.3,42.75,53.525,True,80,80,78,5,45.0,55.0,40.0,35.0,,,,,,,,,,,,
Qwen2.5-7B-Instruct,rewriting,REW-075,0,73.6,73.5,73.55,True,,,,84,,,,80.0,,,,,,,80,66,78,75.0,70.0,75.0
internlm2_5-7b-chat,rewriting,REW-021,0,81.4,59.2,70.30000000000001,True,,,,84,,,,75.0,,,,,,,76,82,84,52.0,58.0,48.0
DeepSeek-R1-Distill-Qwen-32B,continuation,CON-085,0,70.35,78.95,74.65,True,72,75,74,58,78.0,82.0,75.0,85.0,,,,,,,,,,,,
Qwen3-8B-NonThinking,rewriting,REW-029,0,74.4,60.5,67.45,True,,,,78,,,,70.0,,,,,,,80,70,78,65.0,55.0,60.0
Qwen3-8B-NonThinking,rewriting,REW-015,0,53.4,53.5,53.45,True,,,,68,,,,60.0,,,,,,,45,50,58,45.0,55.0,50.0
Mistral-7B-Instruct-v0.3,story_generation,GEN-024,0,69.0,49.5,59.25,True,75,,,,55.0,,,,75,60,55,50.0,45.0,40.0,,,,,,
internlm2_5-7b-chat,continuation,CON-050,0,62.8,66.75,64.775,True,75,80,78,5,75.0,70.0,65.0,55.0,,,,,,,,,,,,
Qwen2.5-7B-Instruct,story_generation,GEN-035,0,42.0,51.3,46.65,True,35,,,,52.0,,,,45,50,45,48.0,55.0,50.0,,,,,,
QwQ-32B,continuation,CON-073,0,85.4,85.85,85.625,True,85,88,82,90,88.0,85.0,82.0,90.0,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,rewriting,REW-094,0,38.0,32.0,35.0,True,,,,40,,,,45.0,,,,,,,20,45,35,15.0,35.0,25.0
deepseek-llm-7b-chat,story_generation,GEN-028,0,63.75,54.4,59.075,True,55,,,,55.0,,,,72,70,65,58.0,52.0,50.0,,,,,,
Mistral-7B-Instruct-v0.3,continuation,CON-058,0,48.5,39.0,43.75,True,55,70,50,20,45.0,55.0,35.0,25.0,,,,,,,,,,,,
Doubao,rewriting,REW-038,0,76.0,73.8,74.9,True,,,,84,,,,80.0,,,,,,,82,70,78,75.0,70.0,78.0
QwQ-32B,rewriting,REW-073,0,85.8,69.4,77.6,True,,,,88,,,,78.0,,,,,,,84,86,84,55.0,72.0,68.0
glm-4-9b-chat,continuation,CON-003,0,62.5,64.25,63.375,True,70,65,65,45,65.0,70.0,55.0,75.0,,,,,,,,,,,,
Qwen3-8B-NonThinking,story_generation,GEN-014,0,55.75,69.55,62.65,True,62,,,,72.0,,,,45,55,58,68.0,70.0,65.0,,,,,,
chatglm3-6b,rewriting,REW-056,0,33.0,45.5,39.25,True,,,,45,,,,60.0,,,,,,,55,15,55,55.0,35.0,50.0
internlm2_5-7b-chat,story_generation,GEN-051,0,84.5,69.3,76.9,True,88,,,,72.0,,,,84,80,82,68.0,65.0,70.0,,,,,,
Baichuan2-7B-Chat,rewriting,REW-029,0,63.7,50.5,57.1,True,,,,65,,,,60.0,,,,,,,78,55,76,55.0,45.0,50.0
Qwen3-8B-NonThinking,story_generation,GEN-015,0,68.6,73.1,70.85,True,72,,,,75.0,,,,58,68,78,68.0,72.0,78.0,,,,,,
Mistral-7B-Instruct-v0.3,continuation,CON-045,0,39.5,50.75,45.125,True,45,65,35,20,55.0,65.0,50.0,35.0,,,,,,,,,,,,
QwQ-32B,continuation,CON-097,0,88.55,82.7,85.625,True,90,85,88,90,85.0,82.0,78.0,88.0,,,,,,,,,,,,
QwQ-32B,continuation,CON-029,0,79.2,82.85,81.025,True,83,84,82,65,88.0,85.0,82.0,75.0,,,,,,,,,,,,
Qwen3-8B-NonThinking,continuation,CON-014,0,64.3,53.25,58.775,True,75,84,72,20,55.0,75.0,50.0,40.0,,,,,,,,,,,,
chatglm3-6b,rewriting,REW-096,0,52.0,53.0,52.5,True,,,,65,,,,60.0,,,,,,,65,40,60,65.0,45.0,55.0
QwQ-32B,rewriting,REW-074,0,74.4,77.4,75.9,True,,,,78,,,,82.0,,,,,,,80,72,68,75.0,78.0,70.0
Doubao,rewriting,REW-062,0,86.0,80.5,83.25,True,,,,88,,,,90.0,,,,,,,92,82,90,85.0,75.0,80.0
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-019,0,86.3,71.05,78.675,True,88,,,,72.0,,,,84,86,86,68.0,70.0,75.0,,,,,,
Qwen3-8B-NonThinking,story_generation,GEN-060,0,74.95,71.9,73.42500000000001,True,78,,,,75.0,,,,70,75,75,68.0,72.0,70.0,,,,,,
Qwen3-8B-NonThinking,story_generation,GEN-083,0,84.6,70.55,77.57499999999999,True,88,,,,72.0,,,,80,84,84,68.0,75.0,65.0,,,,,,
chatglm3-6b,continuation,CON-060,0,60.05,51.5,55.775,True,70,82,65,20,55.0,75.0,45.0,40.0,,,,,,,,,,,,
internlm2_5-7b-chat,rewriting,REW-022,0,72.0,63.0,67.5,True,,,,78,,,,70.0,,,,,,,85,62,84,75.0,55.0,65.0
Qwen2.5-7B-Instruct,continuation,CON-065,0,64.25,58.75,61.5,True,65,70,55,75,55.0,65.0,50.0,75.0,,,,,,,,,,,,
Qwen3-8B-NonThinking,rewriting,REW-100,0,81.0,76.5,78.75,True,,,,80,,,,70.0,,,,,,,84,80,82,85.0,75.0,80.0
Qwen3-8B-Thinking,story_generation,GEN-050,0,80.3,85.15,82.725,False,82,,,,88.0,,,,75,80,85,82.0,85.0,83.0,,,,,,
glm-4-9b-chat,rewriting,REW-089,0,78.4,67.5,72.95,True,,,,84,,,,75.0,,,,,,,82,74,82,55.0,70.0,65.0
QwQ-32B,story_generation,GEN-053,0,88.6,89.55,89.07499999999999,True,90,,,,92.0,,,,86,88,90,88.0,90.0,85.0,,,,,,
deepseek-llm-7b-chat,rewriting,REW-077,0,72.5,63.5,68.0,True,,,,75,,,,70.0,,,,,,,75,70,75,55.0,65.0,60.0
internlm2_5-7b-chat,rewriting,REW-050,0,74.4,63.0,68.7,True,,,,78,,,,70.0,,,,,,,80,70,78,75.0,55.0,65.0
internlm2_5-7b-chat,rewriting,REW-076,0,57.0,42.5,49.75,True,,,,60,,,,55.0,,,,,,,35,65,55,45.0,35.0,50.0
Mistral-7B-Instruct-v0.3,story_generation,GEN-021,0,35.85,39.25,37.55,True,35,,,,45.0,,,,30,38,45,35.0,40.0,30.0,,,,,,
Qwen2.5-7B-Instruct,continuation,CON-085,0,67.7,57.0,62.35,True,68,82,60,70,55.0,60.0,50.0,70.0,,,,,,,,,,,,
Baichuan2-7B-Chat,continuation,CON-049,0,43.0,33.25,38.125,True,50,55,45,20,35.0,55.0,30.0,20.0,,,,,,,,,,,,
deepseek-llm-7b-chat,continuation,CON-036,0,21.0,40.75,30.875,True,25,25,25,5,45.0,55.0,40.0,25.0,,,,,,,,,,,,
Qwen3-8B-NonThinking,rewriting,REW-019,0,78.8,52.5,65.65,True,,,,84,,,,70.0,,,,,,,84,74,82,55.0,45.0,50.0
Baichuan2-7B-Chat,rewriting,REW-010,0,49.1,51.0,50.05,True,,,,68,,,,60.0,,,,,,,55,35,70,55.0,45.0,55.0
Mistral-7B-Instruct-v0.3,story_generation,GEN-064,0,49.0,51.0,50.0,True,55,,,,55.0,,,,45,45,45,50.0,45.0,50.0,,,,,,
Baichuan2-7B-Chat,rewriting,REW-089,0,82.9,60.5,71.7,True,,,,80,,,,70.0,,,,,,,82,84,85,65.0,55.0,60.0
DeepSeek-R1-Distill-Qwen-32B,rewriting,REW-044,0,86.0,83.9,84.95,True,,,,88,,,,88.0,,,,,,,92,82,90,85.0,82.0,83.0
Baichuan2-7B-Chat,continuation,CON-082,0,52.5,49.0,50.75,True,65,85,55,5,55.0,60.0,50.0,30.0,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,continuation,CON-081,0,38.45,40.75,39.6,True,45,58,35,20,45.0,55.0,40.0,25.0,,,,,,,,,,,,
glm-4-9b-chat,story_generation,GEN-049,0,72.3,51.0,61.65,True,75,,,,55.0,,,,70,70,72,50.0,45.0,50.0,,,,,,
Qwen3-8B-NonThinking,rewriting,REW-078,0,78.8,73.5,76.15,True,,,,86,,,,80.0,,,,,,,84,74,78,75.0,70.0,75.0
QwQ-32B,rewriting,REW-095,0,80.4,60.5,70.45,True,,,,84,,,,70.0,,,,,,,84,78,78,65.0,55.0,60.0
QwQ-32B,story_generation,GEN-075,0,87.7,79.6,83.65,True,90,,,,85.0,,,,88,84,86,72.0,78.0,80.0,,,,,,
chatglm3-6b,continuation,CON-009,0,67.5,70.65,69.075,True,65,78,58,80,72.0,75.0,68.0,70.0,,,,,,,,,,,,
DeepSeek-R1-Distill-Qwen-32B,continuation,CON-033,0,69.45,73.65,71.55000000000001,True,65,82,55,92,72.0,75.0,68.0,85.0,,,,,,,,,,,,
Qwen3-8B-NonThinking,rewriting,REW-032,0,72.4,66.5,69.45,True,,,,84,,,,75.0,,,,,,,88,60,80,85.0,55.0,70.0
Doubao,rewriting,REW-021,0,90.6,83.9,87.25,True,,,,90,,,,88.0,,,,,,,92,90,92,78.0,85.0,82.0
Mistral-7B-Instruct-v0.3,rewriting,REW-010,0,48.5,40.5,44.5,True,,,,50,,,,40.0,,,,,,,30,55,50,35.0,45.0,30.0
internlm2_5-7b-chat,continuation,CON-066,0,50.15,49.25,49.7,True,58,80,45,25,55.0,60.0,45.0,40.0,,,,,,,,,,,,
Qwen3-8B-Thinking,story_generation,GEN-091,0,77.35,69.65,73.5,False,82,,,,72.0,,,,75,75,72,70.0,68.0,65.0,,,,,,
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-038,0,80.6,69.55,75.07499999999999,True,82,,,,72.0,,,,78,80,82,68.0,70.0,65.0,,,,,,
glm-4-9b-chat,story_generation,GEN-051,0,69.15,55.5,62.325,True,76,,,,55.0,,,,65,66,62,60.0,55.0,50.0,,,,,,
Qwen3-8B-Thinking,continuation,CON-090,0,36.0,70.75,53.375,False,45,50,40,5,75.0,85.0,70.0,55.0,,,,,,,,,,,,
Qwen3-8B-Thinking,story_generation,GEN-068,0,71.7,81.9,76.80000000000001,False,78,,,,85.0,,,,62,74,68,78.0,82.0,80.0,,,,,,
internlm2_5-7b-chat,rewriting,REW-015,0,82.2,50.5,66.35,True,,,,88,,,,60.0,,,,,,,90,76,86,55.0,45.0,50.0
Doubao,continuation,CON-077,0,82.25,82.85,82.55,True,84,85,82,78,88.0,85.0,82.0,75.0,,,,,,,,,,,,
internlm2_5-7b-chat,story_generation,GEN-100,0,57.5,58.1,57.8,True,58,,,,62.0,,,,62,55,52,58.0,55.0,52.0,,,,,,
DeepSeek-R1-Distill-Qwen-32B,rewriting,REW-007,0,88.4,74.8,81.6,True,,,,90,,,,85.0,,,,,,,92,86,90,75.0,72.0,68.0
Qwen2.5-7B-Instruct,continuation,CON-005,0,59.5,76.0,67.75,True,65,60,60,50,75.0,80.0,70.0,85.0,,,,,,,,,,,,
Qwen3-8B-NonThinking,story_generation,GEN-028,0,69.25,69.55,69.4,True,65,,,,72.0,,,,65,75,80,68.0,70.0,65.0,,,,,,
Doubao,rewriting,REW-054,0,83.0,78.7,80.85,True,,,,86,,,,80.0,,,,,,,90,78,88,85.0,75.0,82.0
Baichuan2-7B-Chat,story_generation,GEN-040,0,66.7,39.5,53.1,True,78,,,,45.0,,,,65,55,55,40.0,35.0,30.0,,,,,,
Qwen2.5-7B-Instruct,story_generation,GEN-055,0,75.3,61.0,68.15,True,82,,,,65.0,,,,78,70,60,60.0,55.0,60.0,,,,,,
Baichuan2-7B-Chat,rewriting,REW-057,0,48.5,41.5,45.0,True,,,,60,,,,55.0,,,,,,,60,35,70,45.0,35.0,40.0
Qwen2.5-7B-Instruct,rewriting,REW-029,0,83.2,73.5,78.35,True,,,,84,,,,80.0,,,,,,,86,82,82,75.0,70.0,75.0
internlm2_5-7b-chat,story_generation,GEN-012,0,57.05,51.0,54.025,True,62,,,,55.0,,,,52,55,55,50.0,45.0,50.0,,,,,,
Qwen2.5-7B-Instruct,rewriting,REW-100,0,87.2,58.0,72.6,True,,,,86,,,,70.0,,,,,,,88,88,84,75.0,45.0,65.0
chatglm3-6b,rewriting,REW-021,0,54.5,37.5,46.0,True,,,,60,,,,55.0,,,,,,,45,55,60,25.0,35.0,40.0
Baichuan2-7B-Chat,story_generation,GEN-070,0,67.8,59.3,63.55,True,72,,,,62.0,,,,68,65,60,58.0,55.0,60.0,,,,,,
Qwen3-8B-NonThinking,rewriting,REW-023,0,75.6,52.0,63.8,True,,,,82,,,,68.0,,,,,,,78,72,76,52.0,45.0,55.0
internlm2_5-7b-chat,continuation,CON-075,0,36.75,58.75,47.75,True,45,60,35,10,65.0,55.0,60.0,50.0,,,,,,,,,,,,
